x,y
-4.1533339999999725,53.225554999999986
-4.138056000000006,53.22972100000004
-4.131110999999976,53.22972100000004
-4.105277999999998,53.227493000000095
-4.066389000000015,53.226387000000045
-4.018612000000019,53.237495000000024
-4.003055999999958,53.24194299999999
-3.8544449999999415,53.28443900000002
-3.732777999999996,53.290276000000006
-3.7275000000000205,53.28860500000013
-3.6924999999999955,53.28555299999999
-3.613055999999915,53.27916000000005
-3.606667000000016,53.279716000000064
-3.589444999999955,53.282219
-3.461666999999977,53.32054900000014
-3.388056000000006,53.34360499999997
-3.3627779999999348,53.346107000000075
-3.33638899999994,53.34722100000005
-3.322777999999971,53.34722100000005
-3.3149999999999977,53.346663999999976
-3.211666999999977,53.29749300000009
-3.130555999999956,53.25750000000005
-3.121388999999965,53.25360899999998
-3.1022219999999265,53.247772000000055
-3.088598999999988,53.26001000000008
-3.083611000000019,53.26388500000007
-3.0816669999999817,53.267494000000056
-3.082499999999982,53.27138500000012
-3.126111999999978,53.32499700000011
-3.154166999999916,53.34832799999998
-3.164444000000003,53.356110000000115
-3.1694449999999392,53.35805500000009
-3.176388999999972,53.362778000000105
-3.1872220000000198,53.374442999999985
-3.190556000000015,53.38110400000011
-3.1922230000000127,53.385551000000135
-3.1872220000000198,53.391106000000036
-3.18027799999993,53.396111000000076
-3.1708339999999566,53.400276000000076
-3.075736999999947,53.40856200000002
-3.0692220000000248,53.410164000000066
-3.061722999999972,53.410831000000144
-3.054555999999991,53.40949999999998
-3.048388999999986,53.40749699999998
-3.044388999999967,53.40466299999997
-3.040888999999936,53.401161000000116
-3.0298889999999687,53.3863300000001
-3.027888999999959,53.37749500000007
-2.9894449999999324,53.36721800000009
-2.9424999999999386,53.310555000000136
-2.928291999999999,53.30216200000007
-2.8997229999999945,53.28916200000003
-2.8824999999999363,53.28527100000014
-2.8622229999999718,53.282776000000126
-2.7763889999999947,53.29249600000003
-2.7549999999999386,53.30305500000003
-2.7513889999999606,53.305550000000096
-2.7024999999999864,53.34638200000006
-2.700833999999986,53.35027300000013
-2.7044449999999642,53.35249299999998
-2.7119449999999574,53.35333300000002
-2.7174999999999727,53.35249299999998
-2.7652780000000234,53.34111000000013
-2.773612000000014,53.337494000000106
-2.776666999999975,53.33444199999997
-2.7788889999999924,53.33110799999997
-2.853611000000001,53.32054900000014
-2.861110999999994,53.32110600000004
-2.8736109999999258,53.324164999999994
-2.8830560000000105,53.32721700000013
