x,y
26.29416700000013,41.708054000000004
26.309714999999926,41.707764
26.361094999999978,41.71105200000005
26.398330999999985,41.69081900000003
26.519444000000135,41.633605999999986
26.570271000000048,41.61138200000005
26.604443000000003,41.54609700000009
26.63582999999994,41.419715999999994
26.636387000000013,41.416382
26.636662000000058,41.40887500000002
26.63721500000014,41.37860899999998
26.636662000000058,41.36693600000012
26.63527700000003,41.358887000000095
26.63388400000008,41.35443900000013
26.631660000000068,41.350821999999994
26.617774999999995,41.33693700000009
26.61138200000005,41.332497000000046
26.603611000000114,41.329429999999945
26.41527600000012,41.2594380000001
26.384720000000016,41.25331900000003
26.37971900000008,41.25331900000003
26.36860699999994,41.254166
26.358329999999967,41.256943000000035
26.32499699999994,41.234711000000004
26.323887000000127,41.09304000000009
26.36722200000014,41.03333299999997
26.37388199999998,41.02860300000009
26.3752750000001,41.02555100000001
26.375549000000035,41.02193499999993
26.361382000000106,40.955826
26.35944399999994,40.951935000000105
26.28749499999998,40.90193199999999
26.25110600000005,40.888611000000026
26.213608000000022,40.87721300000004
26.173328000000083,40.81860399999994
26.12999300000007,40.75554699999992
26.124722000000077,40.75
26.11833200000001,40.74554400000005
26.107777000000112,40.73971599999999
26.09054900000001,40.73610700000012
26.067219000000023,40.73415399999999
26.051804000000004,40.734375
26.044720000000098,40.73582500000009
26.03832600000004,40.74333200000001
26.035000000000025,40.75721000000004
26.028332000000034,40.79221300000006
26.041943000000003,40.80721299999999
26.022778000000017,40.829720000000066
25.911659000000043,40.84777100000008
25.80555000000004,40.85248600000011
25.77111100000002,40.85137900000001
25.748608000000047,40.848052999999936
25.719994000000042,40.84583299999997
25.682217000000037,40.85221900000005
25.58055500000006,40.86943100000008
25.501389000000017,40.88665800000007
25.41943699999996,40.90526599999998
25.35611,40.93693499999995
25.347775000000127,40.940818999999976
25.320553000000018,40.945267000000115
25.304165000000125,40.946663
25.30027800000005,40.945267000000115
25.235554000000093,40.938332000000116
25.176387999999974,40.94193299999995
25.135276999999974,40.951935000000105
25.132217000000082,40.954430000000116
25.129166000000055,40.960541000000035
25.132771000000105,40.97332800000004
25.135551000000078,40.976379000000065
25.15582699999993,40.98693100000003
25.16638599999999,40.991378999999995
25.166111,40.99416400000007
25.14777800000013,41.00832399999996
25.14332999999999,41.01027700000009
25.138054000000068,41.01137499999999
25.074508999999978,41.00762199999997
25.03995100000003,41.004845000000046
25.03545000000014,41.00427200000007
24.887497000000053,40.915549999999996
24.858608000000004,40.8949970000001
24.80134400000003,40.851966999999945
24.78027700000007,40.851944
24.632221000000015,40.85777300000001
24.627499000000114,40.85860400000007
24.62305500000008,40.86416600000001
24.599162999999976,40.8983310000001
24.568886000000077,40.94805100000008
24.566666000000055,40.95055400000007
24.56138599999997,40.951942000000145
24.50777400000004,40.954994000000056
24.43110999999999,40.94416000000001
24.398052000000007,40.9369430000001
24.39055300000001,40.934166000000005
24.337219000000005,40.89527100000004
24.32027400000004,40.880554000000075
24.317497000000117,40.87777699999998
24.315830000000005,40.873886000000084
24.311386000000027,40.84832799999998
24.315830000000005,40.828888000000006
24.156665999999916,40.742493000000024
24.149166000000037,40.73944100000011
24.09666400000009,40.71916199999998
24.084164000000044,40.71611000000007
24.068606999999986,40.71611000000007
24.051941,40.71777300000002
23.994441999999992,40.728333000000134
23.98916600000007,40.72972100000004
23.966110000000015,40.737495000000024
23.915833000000134,40.75499700000006
23.908333000000084,40.758887999999956
23.886664999999937,40.77527600000002
23.846107000000075,40.787216000000114
23.83666599999998,40.78638500000011
23.73527500000006,40.75499700000006
23.72305300000005,40.746666000000005
23.71749900000009,40.74138599999992
23.712219000000005,40.735550000000046
23.696388000000013,40.712776000000076
23.689163000000008,40.691940000000045
23.687775000000045,40.67971800000009
23.69027699999998,40.6730500000001
