x,y
105.57747700000004,23.05916200000013
105.621643,23.054165000000012
105.62719700000002,23.056942000000106
105.63416299999994,23.062496000000124
105.63997699999999,23.065273000000047
105.64777400000008,23.066109000000097
105.761932,23.023888000000113
105.77526900000004,23.016388000000006
105.78887900000007,23.004718999999966
105.83582300000006,22.95638300000013
105.85999300000009,22.926661999999965
105.86747700000006,22.913883000000112
105.8724820000001,22.910275000000013
105.87996700000002,22.909439000000134
105.88416300000011,22.909996000000035
105.98719800000015,22.935828999999956
105.99552900000003,22.94055200000014
106.00193800000011,22.946384000000023
106.00945300000001,22.95923600000009
106.00804100000005,22.97110699999996
106.00861400000002,22.978882000000056
106.01249699999994,22.983051000000046
106.01526600000011,22.98471799999993
106.0186000000001,22.985550000000046
106.0752720000001,22.99082900000002
106.07971199999992,22.99082900000002
106.13472000000013,22.988605000000007
106.18802599999998,22.976940000000127
106.19442700000008,22.974716
106.199997,22.971939000000077
106.21775800000012,22.96027399999997
106.22943099999998,22.950829000000113
106.2374880000001,22.93860600000005
106.2508160000001,22.914997000000085
106.25305200000003,22.908885999999995
106.25332600000013,22.901386000000116
106.25109900000007,22.89138399999996
106.2497100000001,22.888329
106.24887100000012,22.881106999999986
106.25000000000011,22.87416500000012
106.25166300000001,22.871941000000106
106.25916300000011,22.866665000000012
106.26526600000005,22.86416200000002
106.28498800000011,22.85860800000006
106.3035890000001,22.855553000000043
106.336929,22.853329000000087
106.34554300000002,22.853329000000087
106.47360200000008,22.890552999999954
106.49609399999997,22.89749500000005
106.50000000000006,22.901939000000027
106.50138900000007,22.90471599999995
106.50360100000012,22.918606000000125
106.50665300000003,22.92777300000006
106.51026900000011,22.93249499999996
106.51638800000012,22.934718999999973
106.520264,22.935272000000055
106.53054800000001,22.932773999999995
106.59248400000001,22.913609000000008
106.69859300000007,22.868885000000034
106.7072070000001,22.864998000000128
106.75749200000013,22.821941000000038
106.77832000000001,22.803051000000096
106.78749099999999,22.763885000000073
106.71748400000007,22.63054999999997
106.63860299999993,22.61416200000008
106.63553600000006,22.615551000000096
106.63165300000009,22.61582900000002
106.61998000000006,22.61471899999998
106.61415100000005,22.612495000000024
106.60720800000007,22.606941000000006
106.6052630000001,22.604443000000117
106.6019290000001,22.595829000000037
106.55171200000001,22.456821000000048
106.55330700000002,22.43138500000009
106.55712900000003,22.414950999999917
106.56053200000008,22.35722000000004
106.56137100000001,22.353886000000045
106.56553600000001,22.345829000000094
106.57248700000014,22.340275000000076
106.57804900000008,22.33749800000004
106.59526100000011,22.333332000000098
106.616379,22.32888400000013
106.62081900000004,22.328609000000142
106.63553600000006,22.331107999999972
106.64749100000012,22.331107999999972
106.65358700000002,22.328609000000142
106.65833299999997,22.32443999999998
106.69582400000007,22.22249599999992
106.69582400000007,22.219161999999926
106.68969700000014,22.212772000000086
106.68747700000011,22.21082700000005
106.67804000000001,22.20777099999998
106.67053199999998,22.206660999999997
106.666382,22.20277400000009
106.66526799999997,22.199440000000095
106.668587,22.174716999999987
106.6933140000001,22.030830000000037
106.73748800000004,21.999718000000087
106.86331200000006,21.97915999999998
106.901657,21.970551
